0, 9.0, 4.0, 24.0, 1
3, 14.0, 9.0, 29.0, 1
2, 19.0, 4.0, 34.0, 1
0, 4.0, 19.0, 39.0, 1
0, 9.0, 24.0, 44.0, 1
2, 14.0, 29.0, 49.0, 1
0, 19.0, 34.0, 54.0, 1
0, 24.0, 4.0, 59.0, 1
1, 4.0, 39.0, 59.0, 1
0, 29.0, 9.0, 64.0, 1
1, 9.0, 44.0, 64.0, 1
2, 14.0, 49.0, 69.0, 1
0, 39.0, 19.0, 74.0, 1
1, 19.0, 54.0, 74.0, 1
0, 44.0, 24.0, 79.0, 1
1, 24.0, 59.0, 79.0, 1
0, 49.0, 29.0, 84.0, 1
1, 29.0, 64.0, 84.0, 1
2, 14.0, 69.0, 89.0, 1
0, 59.0, 39.0, 94.0, 1
1, 39.0, 74.0, 94.0, 1
2, 79.0, 59.0, 94.0, 1
0, 64.0, 44.0, 99.0, 1
1, 44.0, 79.0, 99.0, 1
2, 84.0, 64.0, 99.0, 1
0, 69.0, 49.0, 104.0, 1
1, 49.0, 84.0, 104.0, 1
2, 89.0, 69.0, 104.0, 1
1, 54.0, 34.0, 109.0, 1
2, 74.0, 54.0, 109.0, 1
0, 79.0, 94.0, 114.0, 1
2, 94.0, 74.0, 114.0, 1
3, 74.0, 109.0, 114.0, 1
0, 84.0, 99.0, 119.0, 1
2, 99.0, 79.0, 119.0, 1
3, 79.0, 114.0, 119.0, 1
2, 89.0, 104.0, 124.0, 1
3, 104.0, 84.0, 124.0, 1
4, 84.0, 119.0, 124.0, 1
0, 114.0, 109.0, 139.0, 1
1, 109.0, 134.0, 139.0, 1
0, 119.0, 114.0, 144.0, 1
1, 114.0, 139.0, 144.0, 1
2, 124.0, 119.0, 149.0, 1
3, 119.0, 144.0, 149.0, 1
1, 129.0, 14.0, 154.0, 0
1, 154.0, 14.0, 184.0, 0
3, 159.0, 129.0, 189.0, 1
2, 164.0, 134.0, 199.0, 1
0, 139.0, 134.0, 204.0, 1
1, 169.0, 139.0, 204.0, 1
2, 134.0, 164.0, 204.0, 1
0, 144.0, 139.0, 209.0, 1
1, 174.0, 144.0, 209.0, 1
2, 139.0, 169.0, 209.0, 1
0, 149.0, 144.0, 214.0, 1
1, 179.0, 149.0, 214.0, 1
2, 144.0, 174.0, 214.0, 1
0, 89.0, 124.0, 219.0, 1
1, 124.0, 149.0, 219.0, 1
2, 149.0, 179.0, 219.0, 1
0, 129.0, 154.0, 224.0, 1
1, 189.0, 129.0, 224.0, 1
2, 154.0, 184.0, 224.0, 1
2, 159.0, 189.0, 229.0, 1
3, 194.0, 159.0, 229.0, 1
2, 109.0, 34.0, 234.0, 0
3, 134.0, 109.0, 234.0, 1
4, 199.0, 134.0, 234.0, 1
0, 164.0, 199.0, 239.0, 1
1, 204.0, 164.0, 239.0, 1
0, 169.0, 204.0, 244.0, 1
1, 209.0, 169.0, 244.0, 1
0, 174.0, 209.0, 249.0, 1
1, 214.0, 174.0, 249.0, 1
0, 179.0, 214.0, 254.0, 1
1, 219.0, 179.0, 254.0, 1
3, 224.0, 184.0, 259.0, 1
0, 189.0, 224.0, 264.0, 1
1, 229.0, 189.0, 264.0, 1
2, 194.0, 229.0, 269.0, 1
2, 259.0, 184.0, 299.0, 1
0, 224.0, 259.0, 304.0, 1
1, 264.0, 224.0, 304.0, 1
2, 229.0, 264.0, 309.0, 1
3, 269.0, 229.0, 309.0, 1
1, 194.0, 269.0, 314.0, 1
0, 199.0, 234.0, 319.0, 1
1, 234.0, 274.0, 319.0, 1
2, 239.0, 199.0, 319.0, 1
3, 279.0, 239.0, 319.0, 1
0, 204.0, 239.0, 324.0, 1
1, 239.0, 279.0, 324.0, 1
2, 244.0, 204.0, 324.0, 1
3, 284.0, 244.0, 324.0, 1
0, 209.0, 244.0, 329.0, 1
1, 244.0, 284.0, 329.0, 1
2, 249.0, 209.0, 329.0, 1
3, 289.0, 249.0, 329.0, 1
0, 214.0, 249.0, 334.0, 1
1, 249.0, 289.0, 334.0, 1
2, 254.0, 214.0, 334.0, 1
3, 294.0, 254.0, 334.0, 1
0, 219.0, 254.0, 339.0, 1
1, 254.0, 294.0, 339.0, 1
0, 259.0, 299.0, 344.0, 1
1, 304.0, 259.0, 344.0, 1
0, 264.0, 304.0, 349.0, 1
1, 309.0, 264.0, 349.0, 1
0, 269.0, 309.0, 354.0, 1
1, 314.0, 269.0, 354.0, 1
1, 319.0, 274.0, 359.0, 1
0, 279.0, 319.0, 364.0, 1
1, 324.0, 279.0, 364.0, 1
0, 284.0, 324.0, 369.0, 1
1, 329.0, 284.0, 369.0, 1
0, 289.0, 329.0, 374.0, 1
1, 334.0, 289.0, 374.0, 1
0, 294.0, 334.0, 379.0, 1
1, 339.0, 294.0, 379.0, 1
3, 344.0, 299.0, 384.0, 1
0, 304.0, 344.0, 389.0, 1
1, 349.0, 304.0, 389.0, 1
0, 309.0, 349.0, 394.0, 1
1, 354.0, 309.0, 394.0, 1
2, 314.0, 354.0, 399.0, 1
0, 319.0, 359.0, 404.0, 1
0, 324.0, 364.0, 409.0, 1
0, 329.0, 369.0, 414.0, 1
0, 334.0, 374.0, 419.0, 1
0, 339.0, 379.0, 424.0, 1
0, 344.0, 384.0, 429.0, 1
0, 349.0, 389.0, 434.0, 1
2, 389.0, 344.0, 434.0, 1
0, 354.0, 394.0, 439.0, 1
2, 394.0, 349.0, 439.0, 1
2, 314.0, 399.0, 444.0, 1
3, 399.0, 354.0, 444.0, 1
1, 404.0, 359.0, 449.0, 1
2, 409.0, 364.0, 454.0, 1
2, 414.0, 369.0, 459.0, 1
2, 419.0, 374.0, 464.0, 1
0, 339.0, 424.0, 469.0, 1
2, 424.0, 379.0, 469.0, 1
2, 314.0, 444.0, 489.0, 1
0, 364.0, 319.0, 494.0, 1
1, 319.0, 404.0, 494.0, 1
2, 404.0, 449.0, 494.0, 1
3, 454.0, 364.0, 494.0, 1
0, 369.0, 324.0, 499.0, 1
1, 324.0, 409.0, 499.0, 1
2, 409.0, 454.0, 499.0, 1
3, 459.0, 369.0, 499.0, 1
0, 374.0, 329.0, 504.0, 1
1, 329.0, 414.0, 504.0, 1
2, 414.0, 459.0, 504.0, 1
3, 464.0, 374.0, 504.0, 1
0, 379.0, 334.0, 509.0, 1
1, 334.0, 419.0, 509.0, 1
2, 419.0, 464.0, 509.0, 1
3, 469.0, 379.0, 509.0, 1
3, 384.0, 299.0, 514.0, 1
5, 429.0, 384.0, 514.0, 1
6, 474.0, 429.0, 514.0, 1
0, 344.0, 429.0, 519.0, 1
1, 429.0, 474.0, 519.0, 1
2, 434.0, 344.0, 519.0, 1
3, 479.0, 434.0, 519.0, 1
0, 349.0, 434.0, 524.0, 1
1, 434.0, 479.0, 524.0, 1
2, 439.0, 349.0, 524.0, 1
3, 484.0, 439.0, 524.0, 1
2, 354.0, 439.0, 529.0, 1
3, 439.0, 484.0, 529.0, 1
4, 444.0, 354.0, 529.0, 1
5, 489.0, 444.0, 529.0, 1
1, 494.0, 449.0, 534.0, 1
1, 499.0, 454.0, 539.0, 1
1, 504.0, 459.0, 544.0, 1
1, 509.0, 464.0, 549.0, 1
2, 474.0, 514.0, 554.0, 1
0, 479.0, 519.0, 559.0, 1
0, 484.0, 524.0, 564.0, 1
2, 489.0, 529.0, 569.0, 1
0, 454.0, 494.0, 574.0, 1
1, 539.0, 454.0, 574.0, 1
2, 494.0, 534.0, 574.0, 1
0, 459.0, 499.0, 579.0, 1
1, 544.0, 459.0, 579.0, 1
2, 499.0, 539.0, 579.0, 1
0, 464.0, 504.0, 584.0, 1
1, 549.0, 464.0, 584.0, 1
2, 504.0, 544.0, 584.0, 1
0, 469.0, 509.0, 589.0, 1
1, 509.0, 549.0, 589.0, 1
0, 519.0, 474.0, 594.0, 1
1, 559.0, 519.0, 594.0, 1
0, 524.0, 479.0, 599.0, 1
1, 564.0, 524.0, 599.0, 1
2, 529.0, 484.0, 604.0, 1
3, 569.0, 529.0, 604.0, 1
0, 539.0, 574.0, 609.0, 1
1, 579.0, 539.0, 609.0, 1
0, 544.0, 579.0, 614.0, 1
1, 584.0, 544.0, 614.0, 1
0, 549.0, 584.0, 619.0, 1
1, 589.0, 549.0, 619.0, 1
0, 474.0, 554.0, 624.0, 1
1, 594.0, 474.0, 624.0, 1
0, 479.0, 559.0, 629.0, 1
1, 599.0, 479.0, 629.0, 1
2, 484.0, 564.0, 634.0, 1
3, 604.0, 484.0, 634.0, 1
0, 579.0, 609.0, 639.0, 1
1, 614.0, 579.0, 639.0, 1
0, 584.0, 614.0, 644.0, 1
1, 619.0, 584.0, 644.0, 1
2, 589.0, 619.0, 644.0, 1
4, 614.0, 639.0, 644.0, 1
1, 624.0, 554.0, 649.0, 1
2, 594.0, 624.0, 649.0, 1
0, 599.0, 629.0, 654.0, 1
1, 489.0, 569.0, 659.0, 1
2, 569.0, 604.0, 659.0, 1
4, 604.0, 634.0, 659.0, 1
0, 559.0, 594.0, 664.0, 1
1, 629.0, 559.0, 664.0, 1
4, 654.0, 629.0, 664.0, 1
5, 594.0, 649.0, 664.0, 1
0, 564.0, 599.0, 669.0, 1
1, 634.0, 564.0, 669.0, 1
4, 659.0, 634.0, 669.0, 1
5, 599.0, 654.0, 669.0, 1
3, 664.0, 649.0, 674.0, 1
